_archivo,id_modelo,referenciaWeb,modelo,url,title,allDescs
142585944.json,142585944,"Código de barras：8433325215460
Color de la luz：Luz fría
Potencia：100W
Temperatura del color：5700K
Caudal luminoso：15000lm
CRI：Ra≥70",8433325215507,https://www.aigostar.com/ES/productCategory/1547785368038936622,High Bay LED 100W,"Características
Tipo:
Fuente de luz SMD
Color del producto:
Negro
Color de la luz:
Luz fría|Especificación
Dimensión:
D260*H165mm
Longitud del cable:
0.3m
Número de perlas:
168LED|Parámetros técnicos
Potencia:
100W
Voltaje:
100-277V～
Current:
MAX.1A
Frecuencia:
50/60Hz
Temperatura del color:
5700K
Caudal luminoso:
15000lm
CRI:
Ra≥70
FP:
＞0.9
DF:
≥0.9
Ángulo de haz:
120°
Hg(mg):
0
Equivalencia en bombilla incandescente:
802W
EEI:
C
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
1.65kg|Vida
Vida útil:
50000h
Frecuencia de conmutación:
10000times|Material
Material principal:
De aluminio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de papel kraft
Cantidad del paquete externo:
1 pc/Caja de cartón"
142585945.json,142585945,"Código de barras：8433325295172
Modelo：rotundidad
Color de la luz：Luz natural
Descripción de los puntos de venta：El cabezal de la lámpara se puede ajustar en 60 ángulos.
Dimensión：D85*H42mm
Tamaño del orificio：Φ70-75mm
Potencia：5W
Temperatura del color：4000K
Caudal luminoso：370lm
CRI：Ra≥80
Método de instalación：Fingimiento encubierto",8433325295165,https://www.aigostar.com/ES/productCategory/1592386386030366720,Lámpara empotrada LED redonda E6 con ángulo ajustable (3 uds.) 5W Luz natural,"Características
categoría:
Downlights de ángulo ajustable
Modelo:
rotundidad
Color del producto:
Blanco
Color de la luz:
Luz natural
Descripción de los puntos de venta:
El cabezal de la lámpara se puede ajustar en 60 ángulos.|Especificación
Dimensión:
D85*H42mm
Tamaño del orificio:
Φ70-75mm
Número de perlas:
5LED|Parámetros técnicos
Potencia:
5W
Voltaje:
220-240V～
Current:
40mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
370lm
CRI:
Ra≥80
DF:
≥0.5
Ángulo de haz:
38°
Hg(mg):
0
Equivalencia en bombilla incandescente:
53W
EEI:
F
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Fingimiento encubierto|Volumen
Peso neto de un solo producto:
200g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
12500times|Material
Material principal:
PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 conjunto(3pcs)/Caja de color
Cantidad del paquete externo:
30 conjunto/Caja de cartón
Unidades Por Caja:
3 pcs"
142585946.json,142585946,"Código de barras：8433325295172
Modelo：rotundidad
Color de la luz：Luz natural
Descripción de los puntos de venta：El cabezal de la lámpara se puede ajustar en 60 ángulos.
Dimensión：D85*H42mm
Tamaño del orificio：Φ70-75mm
Potencia：5W
Temperatura del color：4000K
Caudal luminoso：370lm
CRI：Ra≥80
Método de instalación：Fingimiento encubierto",8433325295172,https://www.aigostar.com/ES/productCategory/1592386386030366720,Lámpara empotrada LED redonda E6 con ángulo ajustable (3 uds.) 5W Luz natural,"Características
categoría:
Downlights de ángulo ajustable
Modelo:
rotundidad
Color del producto:
Blanco
Color de la luz:
Luz natural
Descripción de los puntos de venta:
El cabezal de la lámpara se puede ajustar en 60 ángulos.|Especificación
Dimensión:
D85*H42mm
Tamaño del orificio:
Φ70-75mm
Número de perlas:
5LED|Parámetros técnicos
Potencia:
5W
Voltaje:
220-240V～
Current:
40mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
370lm
CRI:
Ra≥80
DF:
≥0.5
Ángulo de haz:
38°
Hg(mg):
0
Equivalencia en bombilla incandescente:
53W
EEI:
F
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Fingimiento encubierto|Volumen
Peso neto de un solo producto:
200g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
12500times|Material
Material principal:
PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 conjunto(3pcs)/Caja de color
Cantidad del paquete externo:
30 conjunto/Caja de cartón
Unidades Por Caja:
3 pcs"
142585947.json,142585947,"Código de barras：8433325295172
Modelo：rotundidad
Color de la luz：Luz natural
Descripción de los puntos de venta：El cabezal de la lámpara se puede ajustar en 60 ángulos.
Dimensión：D85*H42mm
Tamaño del orificio：Φ70-75mm
Potencia：5W
Temperatura del color：4000K
Caudal luminoso：370lm
CRI：Ra≥80
Método de instalación：Fingimiento encubierto",8433325295189,https://www.aigostar.com/ES/productCategory/1592386386030366720,Lámpara empotrada LED redonda E6 con ángulo ajustable (3 uds.) 5W Luz natural,"Características
categoría:
Downlights de ángulo ajustable
Modelo:
rotundidad
Color del producto:
Blanco
Color de la luz:
Luz natural
Descripción de los puntos de venta:
El cabezal de la lámpara se puede ajustar en 60 ángulos.|Especificación
Dimensión:
D85*H42mm
Tamaño del orificio:
Φ70-75mm
Número de perlas:
5LED|Parámetros técnicos
Potencia:
5W
Voltaje:
220-240V～
Current:
40mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
370lm
CRI:
Ra≥80
DF:
≥0.5
Ángulo de haz:
38°
Hg(mg):
0
Equivalencia en bombilla incandescente:
53W
EEI:
F
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Fingimiento encubierto|Volumen
Peso neto de un solo producto:
200g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
12500times|Material
Material principal:
PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 conjunto(3pcs)/Caja de color
Cantidad del paquete externo:
30 conjunto/Caja de cartón
Unidades Por Caja:
3 pcs"
142585948.json,142585948,"Código de barras：8433325343002
Color de la luz：Luz cálida
Dimensión：D89*H37mm
Tamaño del orificio：Φ68mm
Potencia：4.8W
Temperatura del color：3000K
Caudal luminoso：560lm
CRI：Ra≥80",8433325343002,https://www.aigostar.com/ES/productCategory/1722559820692852757,Downlight estanco IP65 4.8W 3000K 3PCS,"Características
Color del producto:
Negro
Color de la luz:
Luz cálida|Especificación
Dimensión:
D89*H37mm
Tamaño del orificio:
Φ68mm|Parámetros técnicos
Potencia:
4.8W
Voltaje:
220-240V～
Current:
0.015A
Frecuencia:
50/60Hz
Temperatura del color:
3000K
Caudal luminoso:
560lm
CRI:
Ra≥80
Ángulo de haz:
100°
Hg(mg):
0
EEI:
E
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior
Temperatura:
-10℃～40℃|Volumen
Peso neto de un solo producto:
54g|Vida
Vida útil:
15000h|Material
Material principal:
Plástico|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 conjunto(3pcs)/Caja de color
Cantidad del paquete externo:
40 conjunto/Caja de cartón
Unidades Por Caja:
3 pcs"
142585949.json,142585949,"Código de barras：8433325343002
Color de la luz：Luz cálida
Dimensión：D89*H37mm
Tamaño del orificio：Φ68mm
Potencia：4.8W
Temperatura del color：3000K
Caudal luminoso：560lm
CRI：Ra≥80",8433325343019,https://www.aigostar.com/ES/productCategory/1722559820692852757,Downlight estanco IP65 4.8W 3000K 3PCS,"Características
Color del producto:
Negro
Color de la luz:
Luz cálida|Especificación
Dimensión:
D89*H37mm
Tamaño del orificio:
Φ68mm|Parámetros técnicos
Potencia:
4.8W
Voltaje:
220-240V～
Current:
0.015A
Frecuencia:
50/60Hz
Temperatura del color:
3000K
Caudal luminoso:
560lm
CRI:
Ra≥80
Ángulo de haz:
100°
Hg(mg):
0
EEI:
E
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior
Temperatura:
-10℃～40℃|Volumen
Peso neto de un solo producto:
54g|Vida
Vida útil:
15000h|Material
Material principal:
Plástico|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 conjunto(3pcs)/Caja de color
Cantidad del paquete externo:
40 conjunto/Caja de cartón
Unidades Por Caja:
3 pcs"
142585950.json,142585950,"Código de barras：8433325325114
Potencia：MAX.40W",8433325325114,https://www.aigostar.com/ES/productCategory/1678233330191044608,"Lámpara de techo de metal, E27","Características
Color del producto:
Negro|Especificación
Casquillo:
E27
Dimensión:
L22*W22*H22cm
Cable:
2x0.75mm²|Parámetros técnicos
Potencia:
MAX.40W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Superfície de uso:
10㎡
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Montaje en el techo|Volumen
Peso neto de un solo producto:
1kg|Vida
Vida útil:
20000h|Material
Material principal:
Hierro|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
8 pc/Caja de cartón"
142585951.json,142585951,"Código de barras：8433325364885
Descripción de los puntos de venta：Apto para portalámparas GU10
Dimensión：L100*W100*H37mm
Tamaño del orificio：Φ90*90mm
Potencia：MAX.35W
Método de instalación：Fingimiento encubierto",8433325364885,https://www.aigostar.com/ES/productCategory/1735191986262118402,Anillo de luz de techo + portalámparas GU10,"Características
Color del producto:
Negro
Descripción de los puntos de venta:
Apto para portalámparas GU10|Especificación
Casquillo:
GU10
Dimensión:
L100*W100*H37mm
Tamaño del orificio:
Φ90*90mm
Cable:
2x0.75mm²|Parámetros técnicos
Potencia:
MAX.35W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Fingimiento encubierto|Volumen
Peso neto de un solo producto:
125g|Vida
Vida útil:
15000h|Material
Material principal:
De aluminio|Certificación
Certificación:
CE|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
100 pc/Caja de cartón"
142585952.json,142585952,"Código de barras：8433325364878
Descripción de los puntos de venta：Apto para portalámparas GU10
Dimensión：D100*H37mm
Tamaño del orificio：Φ90mm
Potencia：MAX.35W
Método de instalación：Fingimiento encubierto",8433325364878,https://www.aigostar.com/ES/productCategory/1735191986262118401,Anillo de luz de techo + portalámparas GU10,"Características
Color del producto:
Negro
Descripción de los puntos de venta:
Apto para portalámparas GU10|Especificación
Casquillo:
GU10
Dimensión:
D100*H37mm
Tamaño del orificio:
Φ90mm
Cable:
2x0.75mm²|Parámetros técnicos
Potencia:
MAX.35W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Fingimiento encubierto|Volumen
Peso neto de un solo producto:
100g|Vida
Vida útil:
15000h|Material
Material principal:
De aluminio|Certificación
Certificación:
CE|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
100 pc/Caja de cartón"
142585953.json,142585953,"Código de barras：8433325364915
Descripción de los puntos de venta：Apto para portalámparas GU10
Dimensión：L175*W92*H20mm
Tamaño del orificio：Φ155*75mm
Potencia：MAX.35W
Método de instalación：Fingimiento encubierto",8433325364915,https://www.aigostar.com/ES/productCategory/1735191986262118405,Anillo de luz de techo + portalámparas GU10,"Características
Color del producto:
Negro
Descripción de los puntos de venta:
Apto para portalámparas GU10|Especificación
Casquillo:
GU10
Dimensión:
L175*W92*H20mm
Tamaño del orificio:
Φ155*75mm
Cable:
2x0.75mm²|Parámetros técnicos
Potencia:
MAX.35W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Fingimiento encubierto|Volumen
Peso neto de un solo producto:
120g|Vida
Vida útil:
15000h|Material
Material principal:
De aluminio|Certificación
Certificación:
CE|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585954.json,142585954,"Código de barras：8433325364908
Descripción de los puntos de venta：Apto para portalámparas GU10
Dimensión：L185*W100*H37mm
Tamaño del orificio：Φ170*90mm
Potencia：MAX.35W
Método de instalación：Fingimiento encubierto",8433325364908,https://www.aigostar.com/ES/productCategory/1735191986262118404,Anillo de luz de techo + portalámparas GU10,"Características
Color del producto:
Negro
Descripción de los puntos de venta:
Apto para portalámparas GU10|Especificación
Casquillo:
GU10
Dimensión:
L185*W100*H37mm
Tamaño del orificio:
Φ170*90mm
Cable:
2x0.75mm²|Parámetros técnicos
Potencia:
MAX.35W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Fingimiento encubierto|Volumen
Peso neto de un solo producto:
128g|Vida
Vida útil:
15000h|Material
Material principal:
De aluminio|Certificación
Certificación:
CE|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585955.json,142585955,"Código de barras：8433325364861
Descripción de los puntos de venta：Apto para portalámparas GU10
Dimensión：D90*H28mm
Tamaño del orificio：Φ80mm
Potencia：MAX.35W
Método de instalación：Fingimiento encubierto",8433325364861,https://www.aigostar.com/ES/productCategory/1735191986262118400,Anillo de luz de techo + portalámparas GU10,"Características
Color del producto:
Negro
Descripción de los puntos de venta:
Apto para portalámparas GU10|Especificación
Casquillo:
GU10
Dimensión:
D90*H28mm
Tamaño del orificio:
Φ80mm
Cable:
2x0.75mm²|Parámetros técnicos
Potencia:
MAX.35W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Fingimiento encubierto|Volumen
Peso neto de un solo producto:
102g|Vida
Vida útil:
15000h|Material
Material principal:
De aluminio|Certificación
Certificación:
CE|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
50 pc/Caja de cartón"
142585957.json,142585957,"Código de barras：8433325196868
Modelo：rotundidad
Color de la luz：Luz cálida/Blanco natural/Luz Fría
Descripción de los puntos de venta：Marco color blanco
Dimensión：D164*H15mm
Tamaño del orificio：Φ55-125mm
Potencia：12W
Temperatura del color：3000K/4000K/6000K
Caudal luminoso：850lm
CRI：Ra≥80
Método de instalación：Montadas en superficie/Fingimiento encubierto",8433325196868,https://www.aigostar.com/ES/productCategory/1547785368009577020,Downlight E6 LED 12W de tamaño y luz regulable,"Características
categoría:
Luz de techo fina
Tipo:
Brillo lateral
Modelo:
rotundidad
Color del producto:
Blanco
Color de la luz:
Luz cálida/Blanco natural/Luz Fría
Descripción de los puntos de venta:
Marco color blanco|Especificación
Dimensión:
D164*H15mm
Tamaño del orificio:
Φ55-125mm|Parámetros técnicos
Potencia:
12W
Voltaje:
230V～
Current:
112mA
Frecuencia:
50Hz
Temperatura del color:
3000K/4000K/6000K
Caudal luminoso:
850lm
CRI:
Ra≥80
FP:
＞0.5
Ángulo de haz:
180°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-10℃～40℃
Método de instalación:
Montadas en superficie/Fingimiento encubierto|Volumen
Peso neto de un solo producto:
180g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
12500times|Material
Material principal:
Plástico|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
30 pc/Caja de cartón"
142585958.json,142585958,"Código de barras：8433325196875
Modelo：rotundidad
Color de la luz：Luz cálida/Blanco natural/Luz Fría
Descripción de los puntos de venta：Marco color blanco
Dimensión：D217*H15mm
Tamaño del orificio：Φ55-175mm
Potencia：18W
Temperatura del color：3000K/4000K/6000K
Caudal luminoso：1350lm
CRI：Ra≥80
Método de instalación：Montadas en superficie/Fingimiento encubierto",8433325196875,https://www.aigostar.com/ES/productCategory/1547785368009577021,Downlight E6 LED 18W de tamaño y luz regulable,"Características
categoría:
Luz de techo fina
Tipo:
Brillo lateral
Modelo:
rotundidad
Color del producto:
Blanco
Color de la luz:
Luz cálida/Blanco natural/Luz Fría
Descripción de los puntos de venta:
Marco color blanco|Especificación
Dimensión:
D217*H15mm
Tamaño del orificio:
Φ55-175mm|Parámetros técnicos
Potencia:
18W
Voltaje:
230V～
Current:
136mA
Frecuencia:
50Hz
Temperatura del color:
3000K/4000K/6000K
Caudal luminoso:
1350lm
CRI:
Ra≥80
FP:
＞0.5
Ángulo de haz:
180°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-10℃～40℃
Método de instalación:
Montadas en superficie/Fingimiento encubierto|Volumen
Peso neto de un solo producto:
310g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
12500times|Material
Material principal:
Plástico|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585959.json,142585959,"Código de barras：8433325221089
Modelo：rotundidad
Dimensión：D98*H102mm
Potencia：MAX.35W
Protección IK：IK08
Método de instalación：Montadas en superficie",8433325221089,https://www.aigostar.com/ES/productCategory/1547785368043131574,Downlight metálico de una vía de superficie GU10 x1 (No incluido),"Características
categoría:
Focos de techo
Tipo:
Sin fuente de luz
Modelo:
rotundidad
Color del producto:
Negro|Especificación
Casquillo:
GU10
Dimensión:
D98*H102mm|Parámetros técnicos
Potencia:
MAX.35W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0
Protección IK:
IK08|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～55℃
Método de instalación:
Montadas en superficie|Volumen
Peso neto de un solo producto:
220g|Vida
Vida útil:
25000h|Material
Material principal:
Aleación de aluminio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
50 pc/Caja de cartón"
142585960.json,142585960,"Código de barras：8433325283476
Modelo：Cuadrado
Dimensión：D102*H100mm
Potencia：MAX.10W
Método de instalación：Montadas en superficie",8433325283476,https://www.aigostar.com/ES/productCategory/1547785368055714575,Downlight metálico de una vía de superficie GU10 x1 (No incluido),"Características
categoría:
Focos de techo
Tipo:
Sin fuente de luz
Modelo:
Cuadrado
Color del producto:
Negro|Especificación
Casquillo:
GU10
Dimensión:
D102*H100mm
Longitud del cable:
16cm|Parámetros técnicos
Potencia:
MAX.10W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～45℃
Método de instalación:
Montadas en superficie|Volumen
Peso neto de un solo producto:
316g|Vida
Vida útil:
25000h|Material
Material principal:
Hierro|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
12 pc/Caja de cartón"
142585961.json,142585961,"Código de barras：8433325283483
Modelo：Cuadrado
Dimensión：D102*H100mm
Potencia：MAX.20W
Método de instalación：Montadas en superficie",8433325283483,https://www.aigostar.com/ES/productCategory/1547785368055714576,Downlight metálico de dos vías de superficie GU10 x2 (No incluido),"Características
categoría:
Focos de techo
Tipo:
Sin fuente de luz
Modelo:
Cuadrado
Color del producto:
Negro|Especificación
Casquillo:
GU10
Dimensión:
D102*H100mm
Longitud del cable:
18cm|Parámetros técnicos
Potencia:
MAX.20W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～45℃
Método de instalación:
Montadas en superficie|Volumen
Peso neto de un solo producto:
695g|Vida
Vida útil:
25000h|Material
Material principal:
Hierro|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
4 pc/Caja de cartón"
142585962.json,142585962,"Código de barras：8433325283490
Modelo：Cuadrado
Dimensión：D202*H100mm
Potencia：MAX.40W
Método de instalación：Montadas en superficie",8433325283490,https://www.aigostar.com/ES/productCategory/1547785368055714577,Downlight metálico de cuatro vías de superficie GU10 x4 (No incluido),"Características
categoría:
Focos de techo
Tipo:
Sin fuente de luz
Modelo:
Cuadrado
Color del producto:
Negro|Especificación
Casquillo:
GU10
Dimensión:
D202*H100mm
Longitud del cable:
18cm|Parámetros técnicos
Potencia:
MAX.40W
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Hg(mg):
0|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～45℃
Método de instalación:
Montadas en superficie|Volumen
Peso neto de un solo producto:
1.097kg|Vida
Vida útil:
25000h|Material
Material principal:
Hierro|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
4 pc/Caja de cartón"
142585963.json,142585963,Código de barras：8433325360542,8433325360542,https://www.aigostar.com/ES/productCategory/1730415006589259794,Soporte extensible (60-160cm) para proyectores,"Características
Modelo:
Paréntesis
Color del producto:
Amarillo|Especificación
Dimensión:
60-160cm|Volumen
Peso neto de un solo producto:
1.83kg|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
8 pc/Caja de cartón"
142585964.json,142585964,Código de barras：8433325321086,8433325321086,https://www.aigostar.com/ES/productCategory/1670723425380995081,"Foco solar con Cable de extensión Compatible para SP05, SP06, SP07","Características
categoría:
Cable de extensión para proyector solar
Color del producto:
Negro
Descripción de los puntos de venta:
Aplicable a las series 05,06 y 07 de proyectores solares|Especificación
Longitud del cable:
5m|Parámetros técnicos
Hg(mg):
0
Nivel de seguridad de la luminaria:
III|Aplicación de medio ambiente
Entorno de uso:
Exterior|Volumen
Peso neto de un solo producto:
260g|Material
Material principal:
PVC,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
50 pc/Caja de cartón"
142585965.json,142585965,"Código de barras：8433325342913
Color de la luz：Luz cálida
Dimensión：D87*H35mm
Tamaño del orificio：Φ68mm
Potencia：4.8W
Temperatura del color：3000K
Caudal luminoso：560lm
CRI：Ra≥80",8433325342913,https://www.aigostar.com/ES/productCategory/1722559820692852748,Downlight estanco IP65 4.8W 3000K 1ud,"Características
Color del producto:
Blanco
Color de la luz:
Luz cálida|Especificación
Dimensión:
D87*H35mm
Tamaño del orificio:
Φ68mm|Parámetros técnicos
Potencia:
4.8W
Voltaje:
220-240V～
Current:
0.015A
Frecuencia:
50/60Hz
Temperatura del color:
3000K
Caudal luminoso:
560lm
CRI:
Ra≥80
Ángulo de haz:
100°
Hg(mg):
0
EEI:
E
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior
Temperatura:
-10℃～40℃|Volumen
Peso neto de un solo producto:
47g|Vida
Vida útil:
15000h|Material
Material principal:
Plástico|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
60 pc/Caja de cartón"
142585966.json,142585966,"Código de barras：8433325342982
Color de la luz：Luz natural
Dimensión：D87*H35mm
Tamaño del orificio：Φ68mm
Potencia：4.8W
Temperatura del color：4000K
Caudal luminoso：560lm
CRI：Ra≥80",8433325342982,https://www.aigostar.com/ES/productCategory/1722559820692852755,Downlight estanco IP65 4.8W 4000K 3PCS,"Características
Color del producto:
Blanco
Color de la luz:
Luz natural|Especificación
Dimensión:
D87*H35mm
Tamaño del orificio:
Φ68mm|Parámetros técnicos
Potencia:
4.8W
Voltaje:
220-240V～
Current:
0.015A
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
560lm
CRI:
Ra≥80
Ángulo de haz:
100°
Hg(mg):
0
EEI:
E
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior
Temperatura:
-10℃～40℃|Volumen
Peso neto de un solo producto:
47g|Vida
Vida útil:
15000h|Material
Material principal:
Plástico|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 conjunto(3pcs)/Caja de color
Cantidad del paquete externo:
40 conjunto/Caja de cartón
Unidades Por Caja:
3 pcs"
142585967.json,142585967,"Código de barras：8433325283636
Color de la luz：Luz fría
Potencia：10W
Temperatura del color：6500K
Caudal luminoso：920lm
Clasificación del IP：IP65",8433325283636,https://www.aigostar.com/ES/productCategory/1547785368055714611,Foco LED con soporte portátil 10W 920lm 6500K IP65,"Características
Color del producto:
Negro
Color de la luz:
Luz fría|Especificación
Dimensión:
L198*W202*H163 mm
Cable:
3x1.0mm²
Longitud del cable:
1.8m|Parámetros técnicos
Potencia:
10W
Voltaje:
220-240V～
Current:
50 ma
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
920lm
CRI:
Ra≥75
DF:
≥0.9
Ángulo de haz:
110°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
705g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
12500times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
12 pc/Caja de cartón"
142585968.json,142585968,"Código de barras：8433325283643
Color de la luz：Luz fría
Potencia：20W
Temperatura del color：6500K
Caudal luminoso：1850lm
Clasificación del IP：IP65",8433325283643,https://www.aigostar.com/ES/productCategory/1547785368055714610,Foco LED con soporte portátil 20W 1850lm 6500K IP65,"Características
Color del producto:
Negro
Color de la luz:
Luz fría|Especificación
Dimensión:
L220*W185*H223 mm
Cable:
3x1.0mm²
Longitud del cable:
1.8m|Parámetros técnicos
Potencia:
20W
Voltaje:
220-240V～
Current:
99mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
1850lm
CRI:
Ra≥75
DF:
≥0.9
Ángulo de haz:
110°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
810g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
12500times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
12 pc/Caja de cartón"
